aalbesseblad	aalbessenblad
ontzegen	~
ontzeid	~
ontzeide	~
ontzeilde	~
ontzetbaar	~
ontzetbare	~
ontzettenden	~
ontzettender	~
ontzettendst	~
ontzetters	~
ontzijgen	~
ontzinden	~
ontzinking	~
ontzogen	~
ontzondigd	~
ontzondigde	~
ontzondigen	~
ontzondiging	~
ontzoog	~
ontzuigen	~
ontzuiverd	~
ontzuiverde	~
ontzuiveren	~
ontzuivering	~
ontzwachtelde	~
ontzwachtelen	~
ontzwaveld	~
ontzwavelde	~
ontzweefd	~
ontzweefde	~
ontzwemmen	~
ontzweven	~
ontzwom	~
ontzwommen	~
onuitbaar	~
onuitbare	~
onuitbluschbaar	onuitblusbaar
onuitbluschbare	onuitblusbare
onuitdelgbaar	~
onuitdelgbare	~
onuitdoofbaar	~
onuitdoofbare	~
onuitdrukbaar	~
onuitdrukbare	~
onuitgedrukt	~
onuitgelezen	~
onuitgeloot	~
onuitgelote	~
onuitgemaakt	~
onuitgevoerden	~
onuitgevorscht	~
onuitgewerkten	~
onuitgezocht	~
onuitputtelijken	onuitputtelijke*
onuitputtelijkst	~
onuitsprekelijken	~
onuitsprekelijkheid	~
onuitsprekelijkst	~
onuitwischbaar	onuitwisbaar
onvaderlandsch	onvaderlands
onvaderlijk	~
onvasten	~
onvatbaarder	~
onvatbaarst	~
onveiligen	~
onveiligere	~
onveiligeren	~
onveiligst	~
onveiligsten	~
onver	~
onveranderden	~
onveranderlijken	~
onveranderlijker	~
onveranderlijkst	~
onverantwoordelijken	~
onverantwoordelijkst	~
onverantwoorden	~
onverbasterden	~
onverbergbaar	~
onverbergbare	~
onverbeterbaarder	~
onverbeterbaarheid	~
onverbeterbaarst	~
onverbeterden	~
onverbeterlijken	~
onverbeterlijker	~
onverbeterlijkst	~
onverbiddelijken	onverbiddelijke*
onverbiddelijkst	~
onverbleekt	~
onverblind	~
onverbloemden	~
onverbolgen	~
onverbonden	~
onverborgen	~
onverbrandbaar	~
onverbrandbare	~
onverbrekelijken	~
onverbrekelijkst	~
onverbuigbaarheid	~
onverdachten	~
onverdedigden	~
onverdeelden	onverdeelde*
onverdelgbaar	~
onverdelgbare	~
onverderfelijk	~
onverderfelijker	~
onverderfelijkheid	~
onverderfelijkst	~
onverdicht	~
onverdichtbaar	~
onverdichtbare	~
onverdienden	onverdiende*
onverdienstelijken	~
onverdoofbaar	~
onverdoofbare	~
onverdord	~
onverdraaglijken	~
onverdraaglijkst	~
onverdraagzaamst	~
onvereenigbaar	onverenigbaar
onvereenigbaarheid	onverenigbaarheid
onvereenigbare	onverenigbare
onverflauwden	~
onvergankelijken	~
onvergankelijkst	~
onvergeeflijken	~
onvergeeflijkheid	~
onvergeeflijkst	~
onvergeetbaar	~
onvergeetbare	~
onvergefelijken	~
onvergefelijkst	~
onvergelijkelijken	onvergelijkelijke*
onvergelijkelijkst	~
onvergenoegder	~
onvergenoegdheid	~
onvergenoegdst	~
onvergetelijken	onvergetelijke*
onvergetelijkst	~
onvergezeld	~
onverglaasd	~
onverglaasden	~
onverhaalbaar	~
onverhaalbare	~
onverhelpelijk	~
onverhelpelijker	~
onverhelpelijkst	~
onverhinderden	~
onverhoedsch	onverhoeds
onverhoedsen	~
onverhoopten	~
onverhoorden	~
onverhuurbaar	~
onverhuurbare	~
onverhuurd	~
onverjaard	~
onverkiesbaar	~
onverkiesbaarheid	~
onverkieselijk	~
onverkieselijker	~
onverkieselijkst	~
onverkieslijk	~
onverkieslijken	~
onverkieslijker	~
onverkieslijkst	~
onverkleinbaar	~
onverkleinbare	~
onverkochten	~
onverkorten	~
onverkrijgbare	~
onverkwikkelijken	~
onverkwikkelijkst	~
onverlept	~
onverlichten	~
onverlost	~
onvermaard	~
onvermaarder	~
onvermaardst	~
onvermakelijken	~
onvermakelijker	~
onvermakelijkheid	~
onvermakelijkst	~
onvermelden	~
onvermengbaar	~
onvermengbare	~
onvermengden	~
onvermijdbaarheid	~
onvermijdelijken	~
onvermijdelijkst	~
onverminderden	~
onverminkt	~
onvermoeibaarder	~
onvermoeibaarst	~
onvermoeiden	onvermoeide*
onvermogenden	~
onvermogender	~
onvermogendst	~
onvermurwd	~
onvernielbaar	~
onvernielbare	~
onvernietigbaar	~
onvernietigbare	~
onvernieuwd	~
onvernuftig	~
onvernuftiger	~
onvernuftigst	~
onveroordeeld	~
onverouderd	~
onveroverbaar	~
onveroverbare	~
onveroverd	~
onverpacht	~
onverplichten	~
onverpoosden	~
onverrichten	~
onversaagden	~
onversaagder	~
onversaagdst	~
onverschilligheden	~
onverschilligsten	~
onverschoonbaarheid	~
onverschoonlijk	~
onverschoonlijker	~
onverschoonlijkheid	~
onverschoonlijkst	~
onverschoten	~
onverschrokkenst	~
onverslapt	~
onverslijtelijk	~
onverslijtelijker	~
onverslijtelijkst	~
onverstandigen	~
onverstandigst	~
onversterfelijk	~
onverstoorden	~
onverstorven	~
onvertaalden	~
onverteerden	~
onvertind	~
onvertrokken	~
onvertroostbaar	~
onvertroostbare	~
onvervaarden	~
onvervalscht	onvervalst
onvervoerbaar	~
onvervoerbare	~
onvervreemd	~
onvervulden	~
onverwachten	onverwachte*
onverwachtsen	~
onverweerd	~
onverwelkelijken	~
onverwelkten	~
onverwijlden	~
onverwinbaarheid	~
onverwinlijken	~
onverwinlijker	~
onverwinlijkst	~
onverwinnelijken	~
onverwinnelijker	~
onverwinnelijkst	~
onverwrikbaarder	~
onverwrikbaarheid	~
onverwrikbaarst	~
onverwulfd	~
onverzaadbare	~
onverzadelijken	~
onverzadelijker	~
onverzadelijkst	~
onverzegeld	~
onverzekerden	~
onverzetbaarheid	~
onverzettelijken	~
onverzettelijkst	~
onverzocht	~
onverzoenbare	~
onverzoend	~
onverzorgden	~
onverzwakten	~
onverzwelgbaar	~
onverzwelgbare	~
onvlaamsch	~
onvoegzaamheid	~
onvoegzaamst	~
onvoegzamer	~
onvoelbaar	~
onvoelbare	~
onvolbouwd	~
onvolbracht	~
onvoldaanst	~
onvoldaner	~
onvoldoenbaar	~
onvoldoenbare	~
onvoldoendheid	~
onvoleind	~
onvoleindigden	~
onvolkomenst	~
onvolledigen	~
onvolledigst	~
onvolmaakten	~
onvolmaaktst	~
onvoltallig	~
onvoltalligheid	~
onvoltooiden	~
onvoltrokken	~
onvolvoerbaar	~
onvolvoerbare	~
onvolvoerd	~
onvoorbedachten	~
onvoorbereiden	~
onvoordeelig	onvoordelig
onvoordeeliger	onvoordeliger
onvoordeeligheid	~
onvoordeeligst	onvoordeligst
onvoorwaardelijken	~
onvoorzichtigen	~
onvoorzichtiglijk	~
onvoorzichtigst	~
onvoorzienen	~
onvorstelijk	~
onvorstelijker	~
onvorstelijkst	~
onvriend	~
onvriendelijken	~
onvriendelijkere	~
onvriendelijkeren	~
onvriendelijkst	~
onvriendelijksten	~
onvrienden	~
onvriendschappelijken	~
onvriendschappelijker	~
onvriendschappelijkst	~
onvrijen	~
onvrijere	~
onvrijeren	~
onvrijwilligen	~
onvrijwilliger	~
onvrijwilligst	~
onvrijzinnig	~
onvrijzinniger	~
onvrijzinnigheid	~
onvrijzinnigst	~
onvromer	~
onvroomst	~
onvrouwelijken	~
onvrouwelijker	~
onvrouwelijkst	~
onvruchtbaarst	~
onwaarachtigen	~
onwaarachtiger	~
onwaarachtigst	~
onwaardeerbaarheid	~
onwaarden	~
onwaardigen	onwaardige*
onwaardigheden	~
onwaardiglijk	~
onwaardigst	~
onwaarschijnlijken	~
onwaarschijnlijkere	~
onwaarschijnlijkeren	~
onwaarschijnlijkst	~
onwaarschijnlijksten	~
onwankelbaarst	~
onwederlegbaar	onweerlegbaar
onwederlegbaarder	~
onwederlegbaarheid	~
onwederlegbaarst	~
onwederstaanbaar	onweerstaanbaar
onwederstaanbaarder	~
onwederstaanbaarheid	~
onwederstaanbaarst	~
onwederstreefbaar	~
onwederstreefbare	~
onweerbaar	~
onweerbaarheid	~
onweerbare	~
onweeren	onweren
onweersvlaag	~
onweersvogel	~
onweersvogels	~
onweertje	~
onweertjes	~
onwelgevalligen	~
onwelgevalliger	~
onwelgevalligst	~
onwelkomen	~
onwellevenden	~
onwellevender	~
onwellevendst	~
onwelluidenden	~
onwelluidender	~
onwelluidendst	~
onwelmeenend	~
onwelvoeglijken	~
onwelvoeglijker	~
onwelvoeglijkst	~
onwetendst	~
onwetenschappelijken	~
onwetenschappelijker	~
onwetenschappelijkst	~
onwettelijken	~
onwettelijker	~
onwettelijkheid	~
onwettelijkst	~
onwettigen	~
onwettiger	~
onwettigheden	~
onwettigst	~
onwezenlijken	~
onwijselijk	~
onwijsgeerig	~
onwijsgeeriger	~
onwijsgeerigst	~
onwijslijk	~
onwillekeurigen	~
onwillekeuriger	~
onwillekeurigst	~
onwilligst	~
onwinbaar	~
onwinbaarheid	~
onwinbare	~
onwisheid	~
onwraakbaarder	~
onwraakbaarheid	~
onwraakbaarst	~
onwraakgierig	~
onwraakgieriger	~
onwraakgierigst	~
onwraakzuchtig	~
onwraakzuchtiger	~
onwraakzuchtigheid	~
onwraakzuchtigst	~
onwrikbaarst	~
onzachten	~
onzachtheid	~
onzachtst	~
onzaligen	~
onzaligheid	~
onzaligst	~
onzedelijken	~
onzedelijkst	~
onzedigen	~
onzediger	~
onzedigst	~
onzeglijken	~
onzeglijker	~
onzeglijkst	~
onzeilbaar	~
onzeilbare	~
onzekeren	onzekere*
onzelfstandigen	~
onzelfstandiger	~
onzelfstandigst	~
onze-lieve-heersbeestje	~
onze-lieve-heersbeestjes	~
onze-lieve-vrouwenbedstroo	~
onzentwege	~
onze-vader	~
onzienlijken	~
onzienlijker	~
onzienlijkheid	~
onzienlijkst	~
onzijdigen	~
onzijdiger	~
onzijdigst	~
onzijdigverklaring	~
onzijdigverklaringen	~
onzindelijken	~
onzindelijker	~
onzindelijkheden	~
onzindelijkst	~
onzinnelijken	~
onzinnigen	~
onzinnigst	~
onzoet	~
onzoeter	~
onzoetst	~
onzondig	~
onzondigheid	~
onzuiveren	~
onzuiverst	~
ooftboomen	ooftbomen
ooftkelder	~
ooftkelders	~
oogbad	~
oogbaden	~
oogbadje	~
oogbadjes	~
oogelijn	~
oogelijns	~
oogen	ogen
oogenblik	ogenblik
oogenblikje	ogenblikje
oogenblikjes	~
oogenblikkelijk	ogenblikkelijk
oogenblikken	ogenblikken
oogendienaar	ogendienaar
oogendienaars	ogendienaars
oogendienaren	~
oogendienst	ogendienst
oogendokter	~
oogendokters	~
oogenklaar	~
oogenpaar	~
oogenschijnlijk	ogenschijnlijk
oogenschijnlijker	~
oogenschijnlijkheid	~
oogenschijnlijkst	~
oogenschouw	ogenschouw
oogentaal	ogentaal
oogentroost	ogentroost
ooghaartje	~
ooghaartjes	~
oogjesgoed	~
ooglijken	~
ooglijkst	~
oogontstekingen	~
oogspiegels	~
oogster	~
oogsting	~
oogstingen	~
oogstje	~
oogstjes	~
oogtanden	~
oogverblindenden	~
oogvocht	~
oogwatertje	~
oogwatertjes	~
oogwenken	~
ooievaarde	~
ooievaarsbeen	~
ooievaarsbeenen	~
ooievaarsbekken	~
ooievaarshals	~
ooievaarshalzen	~
ooievaarsvlucht	~
ooievaartjes	~
ooievaren	~
ooitjes	~
oolijk	olijk
oolijker	olijker
oolijkerd	olijkerd
oolijkerds	~
oolijkheid	olijkheid
oolijkst	~
oomen	omen
oomzegsters	~
oonde	~
oonen	~
oorbaarder	~
oorbaarheid	~
oorbaarst	~
oorband	~
oorbanden	~
oorbelletjes	~
oordeelaar	oordelaar
oordeelaars	oordelaars
oordeelaren	~
oordeelen	oordelen
oordeelkundigen	oordeelkundige*
oordeelkundiger	~
oordeelkundigst	~
oordeelskracht	~
ooren	oren
oorheelkundig	~
oorklep	~
oorkondenboek	~
oorkondenboeken	~
oorkruiper	~
oorkruipers	~
oorlepeltje	~
oorlepeltjes	~
oorliëtblok	~
oorliëtblokken	~
oorliëtbloks	~
oorlogsbende	~
oorlogsbenden	~
oorlogsdaden	~
oorlogsgezinden	~
oorlogsgezinder	~
oorlogsgezindst	~
oorlogskaart	~
oorlogskaarten	~
oorlogskassen	~
oorlogskosten	~
oorlogskreet	~
oorlogskreten	~
oorlogsplan	~
oorlogsplannen	~
oorlogsroem	~
oorlogstooneel	oorlogstoneel
oorlogstooneelen	oorlogstonelen
oorlogsvaan	~
oorlogsvaartuig	~
oorlogsvaartuigen	~
oorlogsvanen	~
oorlogsvuur	~
oorlogswapenen	~
oorlogszwaard	~
oorlogszwaarden	~
oorlogvoerenden	~
oorlogzuchtig	~
oorlogzuchtiger	~
oorlogzuchtigst	~
oorringetje	~
oorspronkelijken	oorspronkelijke*
oorspronkelijkeren	~
oorspronkelijksten	~
oorspuitje	~
oorspuitjes	~
oorten	~
oortrompet	~
oortrompetten	~
oorveegje	~
oorveegjes	~
oorvijgje	~
oorvijgjes	~
oorzakelijken	~
Oost	oost
oost	oost
oostelijken	~
oostelijkere	~
oostelijkeren	~
oostelijksten	~
Oosten	oosten
oostergoo	~
oostergrenzen	~
oosterhoek	~
Oosterlinge	~
oosterlucie	~
oostersch	oosters
Oostfriesch	~
oostindiëvaarder	~
oostindiëvaarders	~
oostindisch	~
oostinjevaarder	~
oostinjevaarders	~
oostnoordoost	~
Oostvlaamsch	~
oostwaartsen	~
oostzuidoost	~
ootmoedigen	ootmoedige*
ootmoediglijk	~
ootmoedigsten	~
opbaliën	~
opbarsten	~
opbedelen	~
opbersten	~
opbied	~
opbiedingen	~
opbiedt	~
opbijten	~
opbikken	~
opbind	~
opbleeken	~
opbobbelen	~
opboei	~
opboeisel	~
opboeisels	~
opboeit	~
opboomen	opbomen
opboren	~
opboring	~
opborreling	~
opborstelen	~
opbossen	~
opbouwer	~
opbouwers	~
opbraden	~
opbrassen	~
opbreeuwen	~
opbreien	~
opbreker	~
opbrekers	~
opbreking	~
opbrenger	~
opbrengers	~
opbrouwen	~
opbruinen	~
opbuigen	~
opbulderen	~
opcent	~
opdammen	~
opdampen	~
opdansen	~
opdelver	~
opdelvers	~
opdisschen	opdissen
opdoek	~
opdoem	~
opdoening	~
opdoffelen	~
opdonkeren	~
opdrachtige	~
opdrachtigen	~
opdrachtiger	~
opdrachtigheid	~
opdrachtigst	~
opdreun	~
opdrijver	~
opdrijvers	~
opdril	~
opdrillen	~
opdrossen	~
opduik	~
opdunnen	~
opduw	~
opdwingen	~
opeendrijven	~
opeengedreven	~
opeengegooid	~
opeengehoopten	~
opeengejaagd	~
opeengeladen	~
opeengelegd	~
opeengelegen	~
opeengeleid	~
opeengepakten	~
opeengeplaatst	~
opeengeplakt	~
opeengesmeten	~
opeengestapelden	~
opeengevolgd	~
opeengeworpen	~
opeengezet	~
opeengezeten	~
opeengooien	~
opeenhoopen	opeenhopen
opeenjagen	~
opeenladen	~
opeenleggen	~
opeenliggen	~
opeenpakken	~
opeenplaatsen	~
opeenplakken	~
opeensmijten	~
opeenwerpen	~
opeenzetten	~
opeenzitten	~
opeisch	opeis
opeischen	opeisen
opeisching	opeising
opeischingen	opeisingen
openbaarder	~
openbaarmaken	~
openbaarst	~
openbaringsleer	~
opengekrabbeld	~
opengekregen	~
opengelegden	~
opengelegen	~
opengeleid	~
opengemaakten	~
opengeprikt	~
opengerukten	~
opengescheurden	~
opengesloten	~
opengespalkten	~
opengestooten	~
opengetrapte	~
opengetrapten	~
opengezeild	~
openhartigen	~
openhartigere	~
openhartigeren	~
openhartigsten	~
openhoud	~
openingsredenen	~
openkrabbelen	~
openkrijgen	~
openlijken	openlijke*
openprikken	~
opensluiten	~
opensnijd	~
openspring	~
openst	~
openstaanden	~
openstooten	~
openteren	~
openzeilen	~
operaatjes	~
opera's	~
operateuren	~
operateurs	~
operatiekamers	~
operatielijn	~
operatielijnen	~
operatiën	operaties
opereeren	opereren
opfladderen	~
opfleur	~
opfleuring	~
opfluiten	~
opfoeliën	~
opfokker	~
opfokkers	~
opfokking	~
opfrisschen	opfrissen
opfrissching	opfrissing
opgaafje	~
opgaafjes	~
opgaanden	~
opgalmen	~
opgaren	~
opgebaggerden	~
opgebalied	~
opgebarsten	~
opgebedeld	~
opgebelden	~
opgebeurde	~
opgebeurden	~
opgebiechten	~
opgebijt	~
opgebikt	~
opgeblazenst	~
opgebleekt	~
opgebobbeld	~
opgeboeid	~
opgeboeide	~
opgeboeiden	~
opgeboenden	~
opgebogen	~
opgeboomde	~
opgeboomden	~
opgeboord	~
opgeborrelde	~
opgeborrelden	~
opgeborsteld	~
opgeborstelden	~
opgeborsten	~
opgebost	~
opgebouwden	~
opgebrachten	~
opgebranden	~
opgebrast	~
opgebreeuwd	~
opgebreid	~
opgebrouwen	~
opgebruikten	~
opgebruind	~
opgebruist	~
opgebulderd	~
opgedaagde	~
opgedaagden	~
opgedamd	~
opgedampt	~
opgedanst	~
opgedienden	~
opgediepten	~
opgedirkten	~
opgedischt	opgedist
opgedoekte	~
opgedoekten	~
opgedoemden	~
opgedoffeld	~
opgedokt	~
opgedonkerd	~
opgedraaiden	~
opgedreunden	~
opgedrild	~
opgedroogden	~
opgedrost	~
opgedrukten	~
opgedund	~
opgeduwden	~
opgedwongen	~
opgeeischt	opgeëist
opgeënterd	~
opgefladderd	~
opgeflakkerde	~
opgeflakkerden	~
opgefleurden	~
opgeflikt	~
opgefloten	~
opgefoelied	~
opgefokten	~
opgefrischt	opgefrist
opgegaard	~
opgegalmd	~
opgegeid	~
opgegist	~
opgeglansd	~
opgeglinsterd	~
opgeglipt	~
opgegloeid	~
opgeglommen	~
opgegloord	~
opgegooiden	~
opgegord	~
opgegrabbeld	~
opgegrepen	~
opgegroeiden	~
opgehaakt	~
opgehaalden	~
opgehakte	~
opgehakten	~
opgehapt	~
opgeharkte	~
opgeharkten	~
opgehaspeld	~
opgehekeld	~
opgehelderden	~
opgehemelden	~
opgeheschen	opgehesen
opgehield	~
opgehitsten	~
opgehoogden	~
opgehoopten	~
opgehoorde	~
opgehoorden	~
opgehuppeld	~
opgeien	~
opgeijkt	~
opgejaagden	~
opgekamden	~
opgekapten	~
opgekat	~
opgekeerd	~
opgekegd	~
opgekikkerde	~
opgekikkerden	~
opgekist	~
opgeklaarden	~
opgeklad	~
opgeklampt	~
opgeklept	~
opgekleurd	~
opgeklonken	~
opgekloofd	~
opgeklopten	~
opgeklost	~
opgekloven	~
opgeknapten	~
opgeknepen	~
opgeknoopten	~
opgekochten	~
opgekoeld	~
opgekooid	~
opgekookten	~
opgekrabbelden	~
opgekrabd	~
opgekraste	~
opgekrasten	~
opgekrauwd	~
opgekroesd	~
opgekrompen	~
opgekrooien	~
opgekropten	~
opgekruid	~
opgekruiden	~
opgekruld	~
opgekuipt	~
opgekund	~
opgekweekten	~
opgekwikt	~
opgelangd	~
opgelapten	~
opgelaveerd	~
opgeleefden	~
opgelegden	~
opgelepelde	~
opgelepelden	~
opgelichten	~
opgeloefd	~
opgeloopen	opgelopen
opgelosten	~
opgeluchten	~
opgeluisterden	~
opgemaakten	~
opgemerkten	~
opgemonterde	~
opgemonterden	~
opgenaaid	~
opgenoemden	~
opgeofferden	~
opgepakten	~
opgepalmd	~
opgepaste	~
opgepasten	~
opgepersten	~
opgepeuzelde	~
opgepeuzelden	~
opgepikten	~
opgeplakten	~
opgeploegd	~
opgeploegden	~
opgepoetsten	~
opgepoft	~
opgepompten	~
opgepookte	~
opgepookten	~
opgeporde	~
opgeporden	~
opgeprikten	~
opgepropten	~
opgepuild	~
opgeraapten	~
opgerakelden	~
opgerammeid	~
opgeregen	~
opgerekend	~
opgerekten	~
opgerichten	~
opgerispt	~
opgerispte	~
opgerispten	~
opgeritst	~
opgerocheld	~
opgeroeide	~
opgeroeiden	~
opgeroerd	~
opgeroerde	~
opgeroerden	~
opgerokkend	~
opgerolden	~
opgeruiden	~
opgeruimden	opgeruimde*
opgeruimdst	~
opgerukten	~
opgeschaafd	~
opgescharrelde	~
opgescharrelden	~
opgescheepte	~
opgescheepten	~
opgescheld	~
opgeschepten	~
opgescheurd	~
opgeschikten	~
opgeschikter	~
opgeschiktheid	~
opgeschiktst	~
opgeschilderden	~
opgeschoeid	~
opgeschonken	~
opgeschooid	~
opgeschopt	~
opgeschorten	~
opgeschoteld	~
opgeschranst	~
opgeschrikten	~
opgeschroefden	~
opgeschuierd	~
opgeschuimd	~
opgeschut	~
opgeschuurde	~
opgeschuurden	~
opgeseisd	~
opgesierden	~
opgesjorden	~
opgeslecht	~
opgesleepte	~
opgesleepten	~
opgeslenterd	~
opgeslepen	~
opgeslikt	~
opgeslobberd	~
opgeslokten	~
opgesloot	~
opgeslorpten	~
opgeslurpte	~
opgeslurpten	~
opgesmeed	~
opgesmukten	~
opgesmukter	~
opgesmuktheid	~
opgesmuktst	~
opgesmuld	~
opgesnapt	~
opgesnorde	~
opgesnorden	~
opgesomden	~
opgespaarden	~
opgespalkt	~
opgespeelden	~
opgespelden	~
opgesperden	~
opgespit	~
opgespleten	~
opgespoelde	~
opgespoelden	~
opgespogen	~
opgespoorden	~
opgespouwen	~
opgesproten	~
opgestald	~
opgestapelden	~
opgestapten	~
opgestelden	~
opgestookten	~
opgestooten	opgestoten
opgestopten	~
opgestrompeld	~
opgestroopten	~
opgestuit	~
opgestut	~
opgestuurden	~
opgestuwden	~
opgetakelde	~
opgetakelden	~
opgetarnd	~
opgetasten	~
opgeteekend	opgetekend
opgetelden	~
opgetilden	~
opgetimmerden	~
opgetoetst	~
opgetogenere	~
opgetogeneren	~
opgetogenst	~
opgetooiden	~
opgetoomden	~
opgetopt	~
opgetroefd	~
opgetuigden	~
opgeveegde	~
opgeveegden	~
opgeveild	~
opgeverfden	~
opgevers	~
opgevijld	~
opgevijzelden	~
opgeving	~
opgevischt	opgevist
opgevlochten	~
opgevoeden	~
opgevoerden	~
opgevolgden	~
opgevroolijkt	opgevrolijkt
opgevulden	opgevulde*
opgewaaiden	opgewaaide*
opgewachten	opgewachte*
opgewarmden	opgewarmde*
opgewekten	opgewekte*
opgewekteren	opgewektere*
opgewektsten	opgewektste*
opgewelden	opgewelde*
opgewerkten	opgewerkte*
opgezadelden	opgezadelde*
opgezakten	opgezakte*
opgezegden	opgezegde*
opgezetenen	opgezetene*
opgezochten	opgezochte*
opgezouten	opgezoute*
opgezweepten	opgezweepte*
opgezwolgen	opgezwolgen*
ophijschen	ophijsen
ophoogen	ophogen
ophooging	ophoging
ophoogingen	ophogingen
ophoopen	ophopen
ophooping	ophoping
ophoopingen	ophopingen
ophooren	ophoren
opkeeren	opkeren
opklooven	opkloven
opknoopen	opknopen
opknooping	opknoping
opknoopingen	opknopingen
opkoopen	opkopen
opkooper	opkoper
opkoopers	opkopers
opkooping	opkoping
opkoopingen	opkopingen
opkweeken	opkweken
opkweeking	opkweking
oplaveeren	oplaveren
oplettenden	oplettende*
oplettenderen	oplettendere*
oploopen	oplopen
oploopend	oplopend
oploopender	oplopender
oploopendheid	oplopendheid
oploopendst	oplopendst
oplooping	oploping
opmarcheeren	opmarcheren
opmerkelijken	opmerkelijke*
opmerkelijkeren	opmerkelijkere*
opmerkelijksten	opmerkelijkste*
opmerkenswaardigen	opmerkenswaardige*
oppassenden	oppassende*
opperbesten	opperbeste*
opperheeren	opperheren
opperkamerheeren	opperkamerheren
opperkleederen	opperklederen
opperleenheeren	opperleenheren
oppermachtigen	oppermachtige*
oppervlakkigen	oppervlakkige*
oppervlakkigeren	oppervlakkigere*
oppervlakkigsten	oppervlakkigste*
opponeeren	opponeren
oppositiën	opposities
oprechten	oprechte*
oprechteren	oprechtere*
oprechtsten	oprechtste*
oprichtersaandeelen	oprichtersaandelen
oproerigen	oproerige*
opsleepen	opslepen
opslooten	opsloten
opstooten	opstoten
opstooter	opstoter
opstooters	opstoters
opstooting	opstoting
opstroopen	opstropen
opteekenaar	optekenaar
opteekenaars	optekenaars
opteekenen	optekenen
opteekening	optekening
opteekeningen	optekeningen
opteeren	opteren
optischen	optische*
optoomen	optomen
optooming	optoming
optoomingen	optomingen
opvisschen	opvissen
opvliegenden	opvliegende*
opvroolijken	opvrolijken
opvroolijking	opvrolijking
opwaartsch	opwaarts
opwaartsen	opwaartse*
opwekkenden	opwekkende*
opwekkendsten	opwekkendste*
opzetdoozen	opzetdozen
opzettelijken	opzettelijke*
opzichtigen	opzichtige*
opzichtigsten	opzichtigste*
opzweepen	opzwepen
oranjeboomen	oranjebomen
oranjeklant	Oranjeklant
oratiën	oraties
ordelijken	ordelijke*
ordelooze	ordeloze
ordeloozer	ordelozer
ordentelijken	ordentelijke*
ordeteeken	ordeteken
ordeteekenen	ordetekenen
ordineeren	ordineren
ordonneeren	ordonneren
oreeren	oreren
organisatiën	organisaties
organischen	organische*
organiseeren	organiseren
orientalist	oriëntalist
orientalisten	oriëntalisten
origineelen	originelen
origineeler	origineler
orneeren	orneren
orthodoxen	orthodoxe*
orthographie	orthografie
orthographieën	orthografieën
orthographisch	orthografisch
oscillatiën	oscillaties
oscilleeren	oscilleren
ossegal	ossengal
ossekop	ossenkop
ossekoppen	ossenkoppen
osselapjes	ossenlapjes
osseleder	ossenleder
osseleer	ossenleer
osseleeren	ossenleren
ossemerg	ossenmerg
ossenkooper	ossenkoper
ossenkoopers	ossenkopers
ossenleeren	ossenleren
ossenoogen	ossenogen
ossenvleesch	ossenvlees
osserib	ossenrib
osseribben	ossenribben
ossetand	ossentand
ossetanden	ossentanden
ossetong	ossentong
ossetongen	ossentongen
ossetongetje	ossentongetje
ossetongetjes	ossentongetjes
ossevleesch	ossenvlees
oudachtigen	oudachtige*
oude-kleerenmarkt	oude-klerenmarkt
oude-kleerenmarkten	oude-klerenmarkten
oude-kleerkoopen	oude-kleerkopen
ouderlijken	ouderlijke*
ouderlooze	ouderloze
ouderwetsch	ouderwets
ouderwetscher	ouderwetser
ouderwetschheid	ouderwetsheid
Oudhollandsch	Oudhollands
oudtestamentischen	oudtestamentische*
oudvaderlandsch	oudvaderlands
oudwijfsch	oudwijfs
ouwelijken	ouwelijke*
ovatiën	ovaties
overbekenden	overbekende*
overbeleefden	overbeleefde*
overbeschaafden	overbeschaafde*
overbevolkten	overbevolkte*
overbleeken	overbleken
overbodigen	overbodige*
overdeelen	overdelen
overdrachtelijken	overdrachtelijke*
overdrukten	overdrukte*
overeengestemden	overeengestemde*
overeenkomstigen	overeenkomstige*
overerfelijken	overerfelijke*
overforsch	overfors
overgankelijken	overgankelijke*
overgeloopen	overgelopen
overgelukkigen	overgelukkige*
overgemaakten	overgemaakte*
overgeplaatsten	overgeplaatste*
overgeplanten	overgeplante*
overgeschilderden	overgeschilderde*
overgestroomden	overgestroomde*
overgestuurden	overgestuurde*
overgeteekend	overgetekend
overgetelegrapheerd	overgetelegrafeerd
overgevlochten	overgevlochte*
overgevoeligen	overgevoelige*
overgevouwen	overgevouwen*
overgevraagden	overgevraagde*
overgewaaiden	overgewaaide*
overgewasschen	overgewassen*
overgroote	overgrote
overheering	overhering
overheerlijken	overheerlijke*
overheerschen	overheersen
overheerscher	overheerser
overheerschers	overheersers
overheersching	overheersing
overheerschingen	overheersingen
overheerscht	overheerst
overheerschte	overheerste
overheete	overhete
overhemdsknoopen	overhemdsknopen
overhoeksch	overhoeks
overhooren	overhoren
overhooring	overhoring
overhooringen	overhoringen
overjarigen	overjarige*
overkleeden	overkleden
overkleederen	overklederen
overkleeding	overkleding
overkleedingen	overkledingen
overkleeren	overkleren
overkomelijken	overkomelijke*
overkomenen	overkomene*
overlangsch	overlangs
overloopen	overlopen
overlooper	overloper
overloopers	overlopers
overlooping	overloping
overloopingen	overlopingen
Overmaasch	Overmaas
overmachtigen	overmachtige*
overmarcheeren	overmarcheren
overmatigen	overmatige*
overmoedigen	overmoedige*
overouden	overoude*
overschoone	overschone
oversleepen	overslepen
overslooven	oversloven
overstoomen	overstomen
